ticket_id,date_opened,channel,issue_type,time_to_resolution,status
88f98f57-4ff9-4d72-8618-3f616a09a32d,2025-06-21,Phone,Limit,24,Escalated
7112455e-7f78-42c1-b17e-62787f3bae2d,2025-04-18,App,Refund,61,Escalated
fa19ad72-df61-4b89-a44d-7ff00a7cd2cd,2025-04-17,Phone,Block Card,64,Reopened
9fe09627-5769-4add-b56a-15cc80d3f289,2025-07-20,App,Tech,33,Resolved
bd4837d1-a1f4-44ec-a5fd-be8f0225aa44,2025-04-18,App,Refund,22,Resolved
29b121d1-c107-4e03-b442-56b7e6221656,2025-08-29,App,Tech,64,Reopened
db6a0bc7-a9cc-4586-b829-39b1cfc55cae,2025-01-10,Phone,Refund,62,Reopened
5fef8149-38a7-4e1d-9ffa-166095097c8c,2025-07-21,Website,Block Card,19,Resolved
387a2fe2-f3f4-4a0d-98b6-5cf5803e6c02,2025-09-13,App,Limit,32,Escalated
2f875356-96ea-478d-a5d8-fc3ba67af699,2025-03-05,Phone,Block Card,38,Reopened
4d6ba0e3-e55e-4fc7-accb-63043f0f0b73,2025-09-02,App,Refund,66,Resolved
d5896d7a-9cd6-4945-9ab5-b03244a33571,2025-09-03,Website,Refund,24,Resolved
89675fd6-27d6-4953-bebc-06c43df9ad54,2025-03-08,Phone,Refund,63,Resolved
86f6744e-245f-4215-9107-4fb56d60ccdc,2025-03-31,Website,Limit,46,Escalated
8cc66082-893b-4642-be22-40255972fae0,2025-03-21,Phone,Limit,18,Escalated
ea60cc9b-f3e5-4c77-940f-e49fa5e04603,2025-04-29,App,Limit,25,Resolved
a48ba3a8-eec6-4dbd-9695-94d672e11fcb,2025-01-12,Phone,Block Card,15,Reopened
40a028f3-52b4-45bf-88d2-97b80398fb95,2025-03-01,Website,Tech,23,Escalated
df3b2a20-ef12-4789-9884-efa2804322b5,2025-02-23,App,Limit,13,Escalated
1edae605-21e0-401d-b668-37df8d39b33e,2025-03-18,App,Limit,38,Escalated
e4cd3acd-a043-49f7-8831-bc000f95f83e,2025-09-24,App,Refund,21,Escalated
ab62d945-41ae-4170-95c5-95f6caadaacb,2025-05-09,Phone,Block Card,49,Escalated
093170d5-e520-4c3e-88fc-28ec264d3d84,2025-09-12,Phone,Block Card,6,Reopened
1e24fc10-8d1b-4078-8679-dfc5e871ab39,2025-08-27,Phone,Tech,4,Resolved
ac676197-97c5-41d5-8ba9-95754eba774c,2025-01-03,Phone,Tech,62,Resolved
b670269b-aa03-4d0d-9eac-cabbd6b01358,2025-02-28,App,Refund,27,Escalated
f591eb4c-149a-49c2-960c-cf0d6843822b,2025-09-14,Phone,Tech,27,Resolved
2bc3e9e8-9c45-45ad-96c3-16f929ac9304,2025-03-03,Phone,Tech,12,Resolved
15aa95fd-42e1-47ca-8e10-6f2af755fc85,2025-08-05,Website,Tech,16,Reopened
f0f97a3d-429b-4f0e-8e3f-c7d15efa1089,2025-07-05,Website,Refund,42,Reopened
69f7c888-fb15-4cdd-b0ab-67e1a5436eeb,2025-09-14,Phone,Refund,43,Reopened
1c2b5ac4-e019-4c56-ad6c-51a3aca17d6b,2025-01-24,Phone,Limit,17,Resolved
439d2da4-4200-472b-ac29-7ca7842588f4,2025-07-22,Website,Block Card,2,Resolved
04298b50-8c43-4fd2-8ad3-655847bf7488,2025-03-06,Phone,Tech,16,Escalated
6d94dc4f-f71b-437d-b318-1e2eee80cf2c,2025-09-16,Website,Refund,17,Escalated
b1de5a26-0ee5-4f4a-9bb1-557621ff8bc8,2025-02-10,Phone,Block Card,32,Reopened
474d73e3-5166-49ae-8708-b9eacdeca38f,2025-03-25,Website,Tech,2,Escalated
f5800032-25e4-46ea-a09d-5130bf4bb39b,2025-04-28,Phone,Refund,58,Reopened
3e358877-35e8-4d0c-bf9b-0b38802ba676,2025-01-23,Phone,Tech,15,Escalated
d4e80764-db7e-4d85-a404-4c0211684c44,2025-09-06,Phone,Block Card,17,Reopened
322d63fa-16e5-421d-9ee6-50329306d990,2025-01-03,Phone,Refund,67,Resolved
40ed07d4-31e5-4be4-a650-122d492b7b37,2025-08-23,Website,Tech,25,Reopened
1c369a45-64b0-4d17-8431-3b44333e127d,2025-04-06,Phone,Limit,61,Resolved
a2acfe8a-7a77-40e3-bb32-7fd95a332496,2025-09-21,App,Refund,51,Resolved
cf1e0864-3c26-4cf3-8c93-b2e7f306a962,2025-08-04,App,Tech,44,Reopened
34a5c842-7a0a-47a9-a251-35a642ce3c87,2025-01-31,App,Block Card,60,Resolved
2798b6ec-932a-43fe-9321-251aff12bae5,2025-03-02,Phone,Block Card,6,Resolved
084bb2de-f7c0-4df9-bd15-be0b45df758e,2025-04-22,App,Block Card,22,Reopened
764c9c4f-170a-4f68-8b61-5452b6077792,2025-08-16,Phone,Block Card,38,Reopened
4c79111b-9307-48a4-895a-d8975110d930,2025-06-27,App,Limit,8,Reopened
f3d5d4cf-21fd-47ee-a558-f0be574ae024,2025-07-31,Phone,Tech,46,Resolved
86e49071-a996-4417-963f-be04474b3695,2025-05-22,Phone,Block Card,21,Resolved
85a247c3-29d4-4a58-81c3-6e78803da864,2025-07-13,Website,Block Card,20,Escalated
cae75113-c7e5-4b2f-8b96-97da190d8289,2025-07-26,App,Limit,45,Escalated
fac1d116-a513-4c80-adf8-2037070ef10d,2025-05-03,App,Block Card,47,Escalated
b1f4952e-d5a7-4186-b35b-82a609d742bc,2025-07-07,Phone,Limit,29,Reopened
b90ddcb0-2ff3-4599-83dc-88fc62c2ff8b,2025-08-18,App,Limit,40,Escalated
183198a5-4cad-4bf8-8bd1-45c26ad02d18,2025-08-03,Phone,Refund,14,Escalated
46cb0ed7-1942-47e0-9a34-3f6389b45484,2025-05-14,Website,Block Card,53,Reopened
e19a2723-61cc-41a7-87e8-883b23336dab,2025-01-27,Phone,Refund,65,Reopened
baa6b1d3-1849-4ab8-bda5-471ba7bf9544,2025-06-10,Phone,Tech,55,Reopened
c77b6183-9cd3-41ac-ab51-0e847ff49850,2025-03-19,Phone,Block Card,68,Resolved
2d6df408-9f3a-4ddd-971d-50f5d1d0870c,2025-02-24,Phone,Refund,26,Reopened
12e17e39-6ad5-4307-b64a-e2d1662b93da,2025-05-30,Phone,Refund,6,Escalated
ed482423-450a-4aed-98f0-e6dcd5d4ea23,2025-02-11,Phone,Refund,37,Resolved
60fcab51-13b6-4201-98c2-d3bcc570a0e6,2025-02-27,Website,Tech,8,Escalated
9716d36e-8358-45cb-8b80-8ff9b2df7c84,2025-09-29,Phone,Refund,65,Reopened
cc1fd8f4-8b3f-48f9-902c-2bb4a4eae628,2025-08-17,Website,Tech,13,Resolved
cea09adc-7d0c-48df-ac97-23dc022605a4,2025-03-05,Website,Tech,4,Escalated
765ce769-935e-4a92-96d0-956f3371075b,2025-05-26,Phone,Tech,13,Escalated
2cd927ee-402e-4a52-9925-d9481225b90c,2025-05-24,Website,Refund,62,Reopened
25030a03-58ba-4010-b2c7-58ac33ac9883,2025-09-14,App,Tech,36,Reopened
730e1a08-2f5d-4b6f-a1bb-924953c475b9,2025-09-02,Website,Block Card,44,Escalated
1f95f218-9201-4fd6-be6c-2f3cfb4ecb37,2025-06-09,App,Block Card,32,Resolved
02b05429-af26-4564-9a35-f659a21f72bd,2025-06-07,Website,Tech,29,Resolved
c6da9d5c-4c0f-4dd6-bb1a-b0f37c7c1e5a,2025-08-27,App,Refund,39,Escalated
d2d680b1-b476-4086-bbeb-7431ce6dd81f,2025-08-03,App,Limit,42,Escalated
426d6dfe-6a14-49f2-a27c-ba17d0244d43,2025-03-09,Website,Tech,18,Resolved
c4cb558c-fff6-4ef7-9149-2fcb6223e6f4,2025-05-03,Phone,Tech,70,Reopened
149511e5-ae4e-4451-b08f-0cc36625029c,2025-01-09,Website,Limit,41,Escalated
a0adf2d8-8fcf-470b-99b6-9b54dbb7d629,2025-07-31,App,Tech,31,Escalated
4a91b258-3e01-4253-a4c1-1275c2507880,2025-05-05,Phone,Tech,44,Escalated
aa18f44b-4b23-4b70-b9c3-790c4f2de01a,2025-08-08,Website,Limit,1,Reopened
d69391b0-8f2b-4a52-8170-1d06f2eda042,2025-06-01,Website,Block Card,70,Reopened
ea25c901-df5c-4cd1-9fb8-136d18171438,2025-04-22,Phone,Limit,56,Reopened
86acc599-ea8f-485e-b583-d0d5a5808f5c,2025-07-11,Website,Refund,66,Escalated
62793929-d41d-40ed-8e28-d895e8133b23,2025-08-28,Website,Limit,28,Escalated
a1bb3b75-fc10-42d8-9481-11a648be50b8,2025-09-29,App,Limit,63,Reopened
7421f015-8d6f-4ed7-a5bd-bf064fc7303a,2025-03-09,Website,Tech,20,Reopened
32192b5e-7424-4309-8fb2-03c13cdcc13b,2025-02-12,App,Refund,68,Reopened
8da874d3-d69e-4606-9c9e-eb0214213647,2025-05-05,Phone,Tech,53,Escalated
b85db8b8-d1b9-47ac-a0d1-4226cb3a7af5,2025-06-22,Phone,Limit,63,Resolved
6fbf7510-d6b0-48dd-ac5d-565bd0368da6,2025-07-20,App,Block Card,21,Resolved
015eae21-96a8-4a4a-824e-1fc7bab288ef,2025-02-11,Website,Refund,62,Reopened
aa040845-cf83-4261-9932-3cb528f9ab9f,2025-06-09,App,Refund,41,Resolved
75b9d060-ce5d-4e8f-8904-500ea11e1a6b,2025-02-01,Website,Refund,27,Reopened
8b33749d-a8f7-43ba-8851-0884ad6c5c22,2025-04-04,Phone,Refund,56,Resolved
5e771536-ef78-40bd-9b13-b13137e32ff3,2025-03-29,Website,Limit,53,Reopened
42f83513-c86a-47f5-a691-b3b89faf70e8,2025-02-26,Phone,Limit,19,Escalated
4ee315a0-57a7-46e4-8759-f9a34f694d1c,2025-03-02,Website,Limit,39,Escalated
018384ef-bb28-4299-a082-90c59711dfd6,2025-04-18,Website,Limit,14,Reopened
f12cc970-3be9-4e2f-909a-347b94ff00be,2025-01-29,Phone,Block Card,19,Reopened
0dee26e6-3ada-4ab4-86db-0e802f2ca5b6,2025-09-06,App,Refund,59,Escalated
4fa7f98e-4565-482c-aad7-02ffdcc41a95,2025-08-17,Phone,Limit,18,Resolved
f6b81351-99c7-4b67-9800-70124370463f,2025-10-02,Phone,Block Card,58,Reopened
ed4d1df0-bad7-4802-a27b-04ae1cc7eb14,2025-05-30,Phone,Refund,67,Resolved
279d81ff-3526-458e-b315-5c78575e5bd6,2025-07-14,App,Limit,36,Escalated
6fecdb6c-a27e-4a07-a136-d50293054098,2025-09-21,App,Block Card,32,Escalated
92b0ede1-331f-4c9e-96fa-ddefccc753c8,2025-06-05,App,Limit,34,Reopened
ddebe394-776b-434e-8c4c-cfc53b1d36c9,2025-05-31,Phone,Block Card,19,Resolved
11a18c4d-9ab3-4ee0-8fa4-d1ebe6cb6c88,2025-09-06,Phone,Refund,46,Escalated
145dd38f-b1be-4e4b-93ef-72b7346c68f3,2025-05-22,Phone,Block Card,61,Resolved
89e24ada-7d38-4635-85f8-98ab5bc0df48,2025-04-17,Website,Refund,61,Resolved
3dc70efd-e979-4266-81bf-c261aadfb764,2025-05-18,App,Tech,26,Reopened
1fa4c6c9-e778-4d0f-9175-f68e6251cbc4,2025-03-05,Phone,Limit,20,Resolved
90b5fdd9-8428-412a-a0e1-2077d163505f,2025-01-15,Website,Limit,29,Reopened
142951f7-7b83-4559-a5ec-39a2c54d6ebf,2025-08-22,Website,Refund,36,Reopened
e12155d1-1285-4311-9093-66e7faabceb0,2025-08-29,Website,Tech,39,Reopened
afee1fe4-adad-49c8-92cb-6b4cde830146,2025-07-24,Website,Refund,41,Escalated
eea39329-75c9-464f-9592-2170f4dc76f5,2025-08-15,Phone,Limit,51,Resolved
7f9162f6-6a8f-41ab-8e46-8d66a7621f94,2025-08-06,App,Refund,47,Resolved
e912e7eb-183a-4ffe-932d-315a48880cbe,2025-04-06,Website,Refund,4,Resolved
e91a70c7-bf43-4b2f-b45e-71776f3fc604,2025-03-23,Website,Block Card,11,Resolved
65832cde-4d82-4e02-9df3-e5ba6b331652,2025-03-19,Website,Refund,4,Escalated
b2223cb1-be6a-4252-8c72-ea8cf28cfcf3,2025-05-05,App,Tech,42,Reopened
4adee719-f708-471e-969c-e97f27bd01a3,2025-02-27,App,Refund,48,Reopened
75fd89d9-7985-4e70-9792-a753a9a5ada9,2025-08-07,Phone,Block Card,31,Escalated
9bc19b7e-6e8a-40bf-8d54-914a1e773114,2025-01-02,App,Tech,45,Escalated
be5ecbe4-30e7-4a0e-baea-3b4062075aab,2025-01-31,App,Block Card,60,Reopened
076c49d3-2ca1-4c8d-a909-cb06072e9418,2025-04-21,App,Tech,69,Reopened
6eb1e4af-8047-4dfa-937e-dedc4618100d,2025-01-29,Website,Limit,46,Escalated
f8bf9b64-8194-4ed6-9897-759b76b7fb1d,2025-08-09,Website,Tech,11,Resolved
f5165435-b61c-42c8-ae00-28719c51023a,2025-07-16,App,Limit,53,Resolved
ee1dd56d-cf85-4d2e-819a-7aaa96eea05b,2025-08-19,Phone,Limit,19,Reopened
17300de1-1ac2-4192-8769-fd5122693a66,2025-06-08,Phone,Refund,65,Resolved
e86217c5-bc89-42ee-8d68-d611aa1c5947,2025-05-22,Phone,Limit,66,Reopened
6c2b8a6c-4764-4a15-902a-32f053bc5c65,2025-09-07,App,Block Card,62,Reopened
4c32493b-be0e-4d7f-b8f3-169935992fe5,2025-03-03,Website,Block Card,69,Resolved
a4afe191-c531-4ed6-a6f4-833a18a96af2,2025-08-19,Phone,Refund,22,Escalated
ad5998fd-ae47-41c2-befd-ddd3ecb12b75,2025-05-05,App,Block Card,4,Resolved
140f7894-5fc3-4a3c-b6a6-d29017e28393,2025-08-21,Phone,Refund,54,Escalated
5e35b207-2abe-4fa8-a7e1-ab846adef3b6,2025-02-24,Website,Refund,21,Reopened
b0df75aa-6b61-4e13-a1e1-759c64a72d9d,2025-04-19,Website,Block Card,32,Escalated
59c09444-aeeb-44ff-a08e-67b9b3ae97d3,2025-05-25,Phone,Limit,51,Escalated
9bee9d8f-0c8d-40c3-8b55-68c0da09f073,2025-03-10,App,Tech,33,Reopened
6312cad3-db64-4130-be26-0ed65c30abdf,2025-03-16,Phone,Block Card,25,Escalated
5a90c277-4d96-41c5-b4a4-8ee44277a8a1,2025-09-21,App,Block Card,54,Resolved
8e69d634-250a-4bb5-8d8f-af489bcf52a6,2025-06-03,Phone,Block Card,7,Resolved
2257d7ea-f653-45e9-9cfb-4f46bf2d75e8,2025-06-13,Website,Refund,29,Reopened
e020056c-4ef8-4a1a-b679-6befd781a9b5,2025-01-01,Phone,Limit,5,Resolved
970f0b15-08db-40d8-9420-6ae9e68bb957,2025-06-27,Website,Refund,63,Resolved
1e66c708-7c73-47f6-9399-cc9a715c777e,2025-01-14,Website,Refund,31,Escalated
dd87d5af-4c97-47eb-b007-e50583ad69fd,2025-05-21,Website,Tech,72,Resolved
b234aa53-2498-4090-8f18-dc9497d6689a,2025-06-17,Phone,Tech,47,Resolved
5d6b2b8f-a0bd-444f-9f63-1fe9d1dddd13,2025-02-04,Phone,Tech,28,Resolved
03aaf846-4443-446d-b017-5545bed11d3b,2025-01-29,App,Refund,46,Reopened
76cc8e7d-a2c7-473b-a57e-1aaa78b0ced6,2025-06-24,App,Limit,44,Escalated
3b1b0d52-f130-4d98-a2db-b6298c33e50e,2025-01-30,App,Limit,28,Escalated
709a10bd-0725-47c1-bc00-5aa37e3f09d5,2025-10-02,App,Block Card,72,Escalated
a00cab17-7b09-4e4d-a620-93cfff2ed962,2025-10-01,Phone,Tech,23,Resolved
84050950-f4c8-420a-958e-1aa7d05dc9fb,2025-06-18,App,Limit,72,Reopened
593f7ffe-0706-4622-8b0d-3241c2d9d922,2025-04-02,App,Limit,23,Resolved
66438fa6-1043-4792-9c57-ee051a138263,2025-01-13,Website,Block Card,23,Resolved
f2c3f2d2-d788-4eae-9966-28265462c560,2025-09-20,Website,Limit,43,Reopened
6a818aca-79df-4ca5-9b5c-1d5a2b81e5a7,2025-04-12,App,Limit,50,Resolved
03f6817d-77f1-4d1c-a157-6c04da67efe7,2025-01-30,Phone,Block Card,19,Resolved
3383cf3f-b019-4655-a2bc-0f518c38c0ed,2025-07-12,Website,Limit,43,Escalated
918c6b68-912e-4143-9932-34f985590a3a,2025-02-05,Phone,Refund,9,Reopened
65f7e466-1f9c-4e55-a09e-5c92490e9030,2025-07-07,Phone,Refund,14,Reopened
1755751a-803f-403a-ae61-221489774225,2025-08-19,App,Block Card,56,Resolved
6ac64f96-364d-4776-8ead-0b2a09f61340,2025-03-11,Phone,Block Card,70,Escalated
823ace6a-d05b-468c-a872-5101cc7cd685,2025-02-09,Website,Refund,55,Resolved
67322a42-afd0-4f2a-befe-db1a581baff8,2025-02-25,Website,Refund,43,Resolved
27889f59-7c9c-474c-8f12-552371d340db,2025-08-27,Phone,Refund,67,Escalated
b4acbefa-40e6-467a-b0d5-ae950892831e,2025-08-27,Website,Limit,22,Resolved
896829e9-0cfc-4d20-8dae-6f08e1159fae,2025-04-18,Phone,Refund,3,Resolved
0b44d896-03c0-4bef-8a9b-696093da62a2,2025-09-10,Website,Refund,68,Resolved
69f2aec1-4086-4434-babf-a19e9a3d3839,2025-03-05,Phone,Tech,46,Escalated
15930d19-d766-434c-ab4c-f4404826f513,2025-04-11,Phone,Block Card,25,Resolved
5b7b00f7-0715-4ff3-b4b9-574abfdbdfd0,2025-04-08,Website,Block Card,67,Resolved
c2e8b72b-7882-49f6-828c-76658eeecbfa,2025-06-24,Website,Tech,59,Resolved
f3f020c6-606a-4895-8c2b-557d39a828b4,2025-01-19,Phone,Refund,10,Escalated
04a258ce-226e-4c30-bf21-f164efd7a06c,2025-03-30,Website,Limit,10,Reopened
a04064b2-0cff-4e01-8816-37c46f4e6fb5,2025-01-10,App,Limit,58,Reopened
a119df81-fc0f-4f20-96f5-f16179c1b761,2025-01-16,Website,Limit,3,Resolved
79473579-44a3-4cb1-b5d3-20e31e638218,2025-05-19,Website,Tech,30,Resolved
a01f9d69-01df-4467-b16c-e4fa95107ecb,2025-01-18,Phone,Refund,28,Resolved
53ab3cf4-81c4-4a1f-a9cb-531a248f0d7f,2025-08-01,Phone,Limit,62,Reopened
e5482fcf-b28a-4ef9-8526-c7a461947505,2025-05-16,Website,Block Card,9,Resolved
00a6108f-424c-4e9b-9d99-5bb27e58a939,2025-07-06,App,Limit,2,Resolved
3704de2a-7c41-458c-a45e-82e58574e016,2025-04-12,Phone,Block Card,40,Reopened
5a1784b7-bba2-4032-b0b7-26752db69ab5,2025-05-24,App,Tech,42,Escalated
6366e2e3-595c-494c-bd06-f9aebd1a314a,2025-07-28,Phone,Tech,70,Escalated
3dfcc62e-d105-4e48-8cc4-8405e4c0a46f,2025-03-12,Phone,Limit,12,Reopened
70164eba-952c-4119-ae38-5594dd9263c3,2025-02-21,Phone,Tech,48,Escalated
c3d698f9-9fe3-43b2-9b03-5b3cb9ed016d,2025-05-09,App,Block Card,15,Escalated
7e5e3282-be2d-4ce6-8743-0520613dba4a,2025-05-21,App,Tech,56,Resolved
30c1bedf-364c-443c-8b47-15aedd80d78d,2025-03-21,App,Tech,23,Escalated
5fadec80-7aa1-43d2-bdb9-68d6132ec77a,2025-08-26,Phone,Refund,18,Reopened
d2067063-eb0f-413c-8b16-8faae759e4fa,2025-08-26,Website,Limit,43,Resolved
9b68dc85-41c1-4c67-b4cb-cbb3c3d6a5e4,2025-03-13,Phone,Refund,32,Escalated
554b73b7-258f-4bdd-b9e9-250ee66ab15f,2025-08-18,Website,Tech,5,Resolved
d09fa068-5843-48a5-8c9c-c78b9cac29e1,2025-07-31,Website,Refund,19,Resolved
22a15660-4994-41a0-983c-2b60bf4b57b0,2025-07-30,Website,Refund,34,Reopened
58664a51-e283-48f8-acf3-f386b3e9b37f,2025-01-03,Website,Tech,42,Resolved
63ebc91a-afe9-47e5-aa78-8ff5e47df38d,2025-09-18,Phone,Tech,51,Escalated
9692f92e-753a-4292-b296-e2df503c9aa1,2025-03-07,App,Limit,44,Reopened
2f1a51fd-a66d-45a7-ba35-1a0b6ec8b69b,2025-08-19,Website,Limit,54,Resolved
61baedd0-7962-4489-8c41-aafed2f903b6,2025-06-26,App,Block Card,29,Escalated
6aad9e2f-c36b-40e6-a452-e85c44c1e835,2025-08-31,App,Tech,4,Escalated
a1cb48d4-0f45-451a-870f-65f7cf416a6b,2025-06-01,Website,Limit,7,Reopened
d1554d12-bbb4-4894-a117-95628a6a631a,2025-05-06,Website,Block Card,7,Escalated
ef1d2ef9-c1df-4640-a36a-afbc02991f27,2025-02-23,Phone,Limit,27,Escalated
1ca56c29-385c-4653-8c61-2a04e158d297,2025-01-09,Phone,Tech,67,Reopened
68f2145b-c0af-473e-b0a5-c7599a3134cb,2025-03-27,Phone,Tech,6,Reopened
e7047ea0-f5d0-4685-9bd0-02f3854ee10d,2025-09-18,App,Block Card,4,Resolved
38909917-301f-4de2-8da4-15810abfc596,2025-04-28,Phone,Limit,61,Resolved
02c8830c-6121-4fa7-b397-e2cf4897a0c6,2025-07-31,Phone,Tech,22,Escalated
eadeb9cb-7e02-4081-a7b5-455acff575db,2025-01-25,App,Refund,60,Reopened
f94328db-55ad-48ab-a276-8002769f3b7e,2025-01-29,App,Refund,3,Reopened
cf4aa838-4383-4e38-93b6-4493336c0312,2025-04-17,Phone,Tech,67,Reopened
01920bc0-8071-4b7b-803e-efa062a7b4c9,2025-06-25,App,Tech,16,Reopened
f248d767-ac33-4304-a7a1-605a53e0df12,2025-02-04,App,Refund,67,Resolved
8d4d717a-ed03-4121-a8f7-8233539f167a,2025-02-15,Phone,Block Card,36,Resolved
6f9153e1-5c16-4d2b-a78d-553ed488bf38,2025-06-21,Website,Block Card,4,Resolved
60f409e3-796e-441b-ac7f-a189797191bc,2025-05-26,Website,Tech,68,Escalated
d4ad4e9c-e8e8-4cee-9a51-2e395593e5b9,2025-04-15,Website,Refund,38,Escalated
18fa23e8-330d-4e73-b5d8-1806a9a19e5f,2025-06-23,App,Limit,27,Resolved
cfcd40b0-d716-473b-a169-396b457e472c,2025-04-19,App,Tech,9,Reopened
52451e3e-41b1-4109-8621-c73c50ff640b,2025-09-17,Phone,Tech,30,Reopened
ce229d51-1ac1-4f59-8e05-d59b260293f4,2025-02-21,Phone,Limit,30,Reopened
a4f62147-60d8-4b69-96e7-cf7eda1bdd7d,2025-05-06,App,Block Card,36,Reopened
8b19c102-e8d5-4673-988a-4cab1ab11ecb,2025-06-20,Website,Block Card,19,Escalated
147891a8-0372-4cd4-b392-f23cfdbec331,2025-03-02,Phone,Block Card,28,Reopened
2dd316af-7664-4fcd-91cc-c92bd681a1d8,2025-06-21,Website,Block Card,10,Reopened
dac65d7b-d0f1-41ff-884f-656cd37e22b6,2025-01-08,App,Block Card,63,Resolved
5ce84f46-6f2f-4d51-92e4-bfa43c951d25,2025-01-29,Website,Limit,48,Escalated
add7bf41-e042-4307-bf21-47d969708355,2025-02-08,App,Block Card,3,Reopened
f5bf7493-96e3-42b1-9eef-7df4492d324f,2025-08-07,Website,Limit,48,Reopened
6feddf7c-83d5-45be-93c8-09aa5235159c,2025-01-31,Phone,Block Card,40,Resolved
cbbeb543-c86b-4766-bc65-e003c5ea0f62,2025-07-17,Phone,Limit,35,Resolved
2b28e866-1777-4bce-b6b1-375e2fe6bb84,2025-02-04,Website,Limit,42,Resolved
388c0cc0-89ff-46ea-be4d-ac86f7c2b1c9,2025-03-16,Phone,Tech,68,Escalated
74d4f4ad-e498-4c9a-82bb-8011e3a880fe,2025-02-06,Website,Limit,63,Escalated
b13c7b2c-8cf5-41f5-98e7-5b4ab46bc8bc,2025-03-10,Phone,Tech,4,Escalated
3767d820-82c7-4d86-b064-3e2f28772fec,2025-02-07,Website,Tech,43,Escalated
c2c1db24-0a62-4ea8-ab35-d7f0390d9d16,2025-01-30,Phone,Block Card,35,Escalated
f804aadb-6cff-46e8-8b22-f95f33fba6fb,2025-03-04,App,Limit,7,Reopened
66bdc84b-1c9b-473a-9ebc-1dddbe350eba,2025-06-07,App,Limit,33,Escalated
8e8a736c-caa6-426c-9289-dc262a462790,2025-09-22,App,Limit,4,Escalated
46fdcfdf-8e09-4815-8a3b-58a00531868c,2025-06-05,App,Block Card,67,Resolved
bb1fb90d-e0d0-4063-a024-fcf6875cd61e,2025-01-04,App,Tech,30,Resolved
3f7486db-e8a9-437b-9d8e-7c41de4e5cdf,2025-05-05,Phone,Limit,61,Escalated
aa632641-4880-47ba-8b28-99a00ae089c7,2025-04-30,App,Block Card,12,Reopened
1b9ba4b1-63e8-4d22-b5a3-247af811ba15,2025-04-21,App,Block Card,3,Resolved
10240d8c-e4f0-4bc3-b34d-e280fcf3e561,2025-03-13,Website,Limit,53,Reopened
627c788b-3e4b-4940-a01f-a9a831921018,2025-06-11,Website,Refund,10,Reopened
e22e4784-c49b-440b-aa8e-f6388e1b4d79,2025-07-21,App,Limit,62,Resolved
fca829c7-2250-4854-a960-eff97d0e0a2c,2025-04-17,Phone,Limit,14,Reopened
d9c9692d-cecc-4d41-8fd5-b76cd030d24a,2025-04-26,Website,Limit,36,Reopened
de62882a-e17f-4bcd-a235-d289662cd1ca,2025-03-12,Website,Block Card,3,Escalated
c4dd0822-dee2-4412-8b21-800a7f555d54,2025-05-05,App,Refund,33,Reopened
09dd8e9e-f9ad-41aa-9184-054b59f508b1,2025-06-11,App,Tech,69,Escalated
3548c5e4-91d7-4121-9f83-5c27381cc872,2025-04-15,App,Block Card,20,Resolved
4ca6136f-94b1-4ef3-aca2-e660ec2d6d44,2025-09-06,Phone,Tech,30,Escalated
966be412-644c-4114-8766-4858fdb97f96,2025-02-07,App,Refund,12,Resolved
371336e6-1096-44b4-b1c7-d7cec1f4a1c4,2025-03-31,Website,Tech,42,Reopened
fe34534a-a4d6-4c2b-bac9-7e38e9d22376,2025-06-24,Website,Limit,48,Resolved
fa451a65-320a-42ee-b9c2-aa70848093bc,2025-01-14,App,Refund,4,Escalated
955942a0-849d-499d-9910-3d6b41c85cdd,2025-01-15,Phone,Limit,37,Escalated
0635e7b1-390d-49a8-b7af-d8442b36f372,2025-07-03,Website,Limit,72,Reopened
1f408ba0-effc-480c-b755-bb5987aef329,2025-08-08,Phone,Limit,42,Resolved
6b738372-c851-40cb-99c4-c47c623edacd,2025-08-12,Website,Tech,18,Reopened
56a07950-798a-4946-b3f4-992dc9d36584,2025-04-19,App,Block Card,6,Reopened
4fbd18d5-0842-493f-ba2a-cc22db07f495,2025-04-24,Phone,Limit,63,Resolved
79630f95-a941-4016-8bbb-64345b08eb54,2025-02-13,App,Limit,10,Reopened
96fcdf2e-c740-4522-984e-9ef5829ef4b3,2025-07-19,App,Tech,59,Escalated
48accbeb-696d-4941-bae1-6f063ab03947,2025-08-07,App,Block Card,54,Escalated
7dab783c-eaec-40bf-adf8-6de3e31f0e8d,2025-05-29,Website,Block Card,22,Reopened
ada1a7c9-0cf2-4889-a4d1-a8a106ac3da8,2025-08-14,Website,Tech,35,Escalated
7c72eff5-89da-493f-92e7-5d2afee340ce,2025-04-18,App,Block Card,63,Reopened
f2e7d7d0-353f-4680-bfd1-504bb5520633,2025-02-03,App,Block Card,31,Resolved
2e9105fe-b36a-42c7-8864-0b92b91f30bd,2025-01-19,Website,Limit,14,Resolved
a26fdc31-cd4a-45ff-bd95-558069bc4122,2025-08-01,Phone,Block Card,35,Reopened
d54b2e15-792e-471e-a479-ce0cb78d1774,2025-04-16,App,Tech,42,Resolved
84746155-d7ba-43a9-a39c-a9fe6b6da2fe,2025-04-11,App,Block Card,33,Reopened
c0f8e036-0d07-47d6-bfd3-a034452ffd6f,2025-01-08,Phone,Tech,4,Reopened
42c10760-b75f-4681-b53e-7e950b2a98ee,2025-04-09,Phone,Limit,41,Resolved
